timestamp,cpu,disk,netpacket,RAM
09-06-2023 05:50,4.779123493,13.40037594,493.1,16.96865544
09-06-2023 06:00,4.014579594,15.39158576,45.1,15.90439187
09-06-2023 06:10,4.42604352,9.577358491,271.7,16.25789199
09-06-2023 06:20,4.26969745,13.46989721,125,16.3662562
09-06-2023 06:30,4.662495253,15.29807692,183.2,16.52394757
09-06-2023 06:40,4.294560609,12.69117647,365.5,16.58864826
09-06-2023 06:50,4.649187071,10.50406504,166,16.27222916
09-06-2023 07:00,4.71939133,10.07692308,364.4,16.81427369
09-06-2023 07:10,4.984291319,11.03324808,612.9,16.69114209
09-06-2023 07:20,4.830710862,6.094339623,658.7,16.87162183
09-06-2023 07:30,4.855928904,13.39782016,314.3,16.94809881
09-06-2023 07:40,4.541164856,12.76724138,290.5,16.70086389
09-06-2023 07:50,4.784988613,17.57954545,406.5,16.18748103
09-06-2023 08:00,5.251749731,7.847434119,863.4,16.87805327
09-06-2023 08:10,4.805659047,9.292553191,298.3,16.85297819
09-06-2023 08:20,4.992471323,10.97971602,506.2,15.40640227
09-06-2023 08:30,4.683056725,8.900990099,428.6,16.93823845
09-06-2023 08:40,5.502889532,12,1015,16.65250933
09-06-2023 08:50,4.317488114,13.58753709,146.3,16.74413019
09-06-2023 09:00,4.582924577,10.30361446,320.2,16.43629622
09-06-2023 09:10,4.686750173,13.22706422,296.4,16.30040721
09-06-2023 09:20,4.764734756,7.987447699,386.3,16.53598856
09-06-2023 09:30,4.846546506,17.23211169,346.9,16.51239408
09-06-2023 09:40,4.511957804,20.20487805,286.9,16.28808516
09-06-2023 09:50,4.955122584,9.143950995,738.7,16.86354921
09-06-2023 10:00,4.585987367,13.94818653,109.7,16.18167175
09-06-2023 10:10,4.879006852,12.36024845,357.8,16.85447778
09-06-2023 10:20,4.852030264,15.88529412,408.3,16.74475495
09-06-2023 10:30,4.605170186,14.02169982,505.2,16.91637584
09-06-2023 10:40,5.029129877,11.94794521,473.8,16.56741773
09-06-2023 10:50,3.977810746,13.80244755,36.6,16.13710785
09-06-2023 11:00,5.063860055,12.1749503,414.2,16.90139126
09-06-2023 11:10,4.505349851,25.94647887,278.1,15.36649675
09-06-2023 11:20,4.637637376,8.5,271.2,16.83421222
09-06-2023 11:30,4.332048265,10.16737589,170.4,16.34062651
09-06-2023 11:40,4.441474093,11.75093633,314,16.57206014
09-06-2023 11:50,4.447346101,13.95652174,141.5,15.54101818
09-06-2023 12:00,4.395682961,14.13587786,318.3,16.04368379
09-06-2023 12:10,4.672828834,11.08726003,414.6,16.59964054
09-06-2023 12:20,4.428433007,13.09960159,367,15.5631082
09-06-2023 12:30,3.860729711,16.72727273,90.4,16.57213507
09-06-2023 12:40,3.725693427,20.98431373,48.8,15.94921448
09-06-2023 12:50,4.691347882,9.365979381,276.6,16.85058543
09-06-2023 13:00,4.968423445,10.70416667,544.3,16.95775743
09-06-2023 13:10,4.590056548,12.36241611,518.7,15.93456633
09-06-2023 13:20,4.821893169,8.025404157,365.4,16.00880735
09-06-2023 13:30,4.899331225,11.65437788,544.4,16.95356681
09-06-2023 13:40,4.829912459,8.690909091,637.7,16.59666704
09-06-2023 13:50,4.574710979,12.56578947,106.4,16.61671042
09-06-2023 14:00,4.714024591,13.61748634,568.8,16.86079107
09-06-2023 14:10,5.05560866,7.013392857,594.5,16.71070801
09-06-2023 14:20,4.778282804,12.74452555,254.3,16.21679263
09-06-2023 14:30,4.954417614,8.937198068,469.5,16.53563013
09-06-2023 14:40,4.599152114,6.26984127,318.2,16.84508664
09-06-2023 14:50,4.003690194,11.51941748,185.8,15.13938426
09-06-2023 15:00,5.492649836,8.935817805,1090.3,16.07789783
09-06-2023 15:10,4.910446567,7.680555556,664.4,17.03240415
09-06-2023 15:20,4.531523646,9.195544554,494.2,16.53856912
09-06-2023 15:30,4.225372825,14.07889126,234.5,16.42071734
09-06-2023 15:40,5.110782243,13.96258993,757.5,16.44618094
09-06-2023 15:50,3.953164949,23.4009009,49.9,15.02842452
09-06-2023 16:00,4.143134726,14.73700306,101.4,16.12526436
09-06-2023 16:10,4.300002799,16.84957627,167.9,15.42460161
09-06-2023 16:20,4.280824129,14.50167224,285.8,15.42075978
09-06-2023 16:30,5.185148668,13.26483357,917.2,16.05243429
09-06-2023 16:40,4.713127327,9.936170213,371.9,16.53813355
09-06-2023 16:50,4.317488114,21.31336406,100.5,16.77521583
09-06-2023 17:00,5.007965066,8.016556291,425.4,16.94868097
09-06-2023 17:10,4.722953222,12.61852861,293.4,16.90675314
09-06-2023 17:20,4.845760651,12,706.5,16.31932115
09-06-2023 17:30,4.346399457,14.19969512,306.5,15.85167162
09-06-2023 17:40,4.391976966,4.88,223.9,16.74184298
09-06-2023 17:50,4.670957927,18.50909091,335.1,15.59946858
09-06-2023 18:00,4.763881877,12.48233487,401.5,16.46419596
09-06-2023 18:10,5.015954456,13.42592593,625.8,16.38846664
09-06-2023 18:20,5.11559573,10.43083004,820.3,16.34272476
09-06-2023 18:30,5.308267697,11.63775024,904.9,17.00274449
09-06-2023 18:40,5.085742767,9.123689727,520.8,15.95577444
09-06-2023 18:50,4.58394655,8.138095238,458,16.91184673
09-06-2023 19:00,4.561218298,9.440233236,191.5,16.30002735
09-06-2023 19:10,4.643428898,14.60895522,273.2,16.32082063
09-06-2023 19:20,4.724729421,11.75562701,447,16.37020658
09-06-2023 19:30,4.582924577,15.56547619,170.2,16.39697187
09-06-2023 19:40,4.955827058,14.24749164,509.5,16.77700024
09-06-2023 19:50,5.11559573,11.96507353,1001.3,16.40570717
09-06-2023 20:00,4.769836808,12.27575758,607.7,15.48346139
09-06-2023 20:10,4.881285622,9.496732026,408.5,16.88281031
09-06-2023 20:20,4.784988613,11.83823529,519.4,15.15581602
09-06-2023 20:30,4.889596966,11.49851632,569.6,16.66220043
09-06-2023 20:40,4.851248709,12.70811744,672.2,16.87918757
09-06-2023 20:50,5.321056854,10.06366048,950.3,17.02657064
09-06-2023 21:00,4.391976966,13.49216301,208.9,15.9635123
09-06-2023 21:10,5.027164596,6.520504732,302.7,16.60432278
09-06-2023 21:20,4.865994804,11.58157895,396.6,15.5750855
09-06-2023 21:30,4.838660029,19.67615658,339.9,16.58808073
09-06-2023 21:40,4.500920165,12.65891473,232.4,16.34834607
09-06-2023 21:50,5.352331955,11.18077803,496.4,16.84304903
09-06-2023 22:00,4.997212274,8.119318182,358.8,16.76473114
09-06-2023 22:10,3.303216973,13.4372093,35.5,15.96276536
09-06-2023 22:20,4.708628894,12.96335079,396.2,16.80192967
09-06-2023 22:30,4.188138442,10.1425486,58.3,16.9928388
09-06-2023 22:40,4.658710953,10.1754386,470.1,16.35318216
09-06-2023 22:50,5.197391448,6.78584392,534.3,17.08869538
09-06-2023 23:00,4.33073334,12.38764045,56.4,16.173744
09-06-2023 23:10,4.774912961,9.689938398,607.7,16.74347054
09-06-2023 23:20,4.62399194,11.59489051,254.2,16.50860992
09-06-2023 23:30,4.610157727,7.303341902,265.8,16.56705117
09-06-2023 23:40,4.254193263,12.1,142.2,16.79085035
09-06-2023 23:50,5.256453162,11.38294993,857.2,16.47597581
10-06-2023 00:00,5.198497031,8.214285714,801.5,17.00157991
10-06-2023 00:10,5.076423035,11.8917609,882.4,16.80084476
10-06-2023 00:20,4.633757643,13.9985229,623.3,16.69394944
10-06-2023 00:30,4.317488114,12.85809313,174.2,16.12187582
10-06-2023 00:40,4.893352133,13.24482759,583.5,15.34950198
10-06-2023 00:50,4.9698133,12.7890625,860.6,16.01332321
10-06-2023 01:00,4.657762636,11.98762376,89.4,16.85955744
10-06-2023 01:10,4.680277658,9.014851485,256,16.88588769
10-06-2023 01:20,4.624972813,12.15202703,295.8,16.53993546
10-06-2023 01:30,4.622027303,9,318.1,16.8281651
10-06-2023 01:40,5.324959297,10.75393258,967.2,16.24581437
10-06-2023 01:50,4.325456283,12.56842105,170,15.86140691
10-06-2023 02:00,4.458987676,8.347826087,153,16.13522108
10-06-2023 02:10,5.042779747,13.65960452,518.9,16.64529698
10-06-2023 02:20,4.743191484,9.552486188,272.6,16.4031277
10-06-2023 02:30,5.503296947,7.32527881,981.8,16.77800559
10-06-2023 02:40,4.500920165,19.37688442,49.4,16.41837832
10-06-2023 02:50,4.688591794,10.21836735,423.6,17.00353865
10-06-2023 03:00,3.797733859,21.52647975,100.6,16.9686981
10-06-2023 03:10,4.258445573,18.05421687,75.2,16.33517269
10-06-2023 03:20,4.857484115,6.948979592,604.5,16.48912131
10-06-2023 03:30,3.970291914,11.37037037,89.5,16.47999982
10-06-2023 03:40,4.32677816,10.24434389,137.9,15.91374043
10-06-2023 03:50,4.864452784,11.43087558,543.9,16.60647134
10-06-2023 04:00,4.686750173,8.694029851,620.5,16.71880461
10-06-2023 04:10,5.308267697,10.08255452,1015.5,16.61196147
10-06-2023 04:20,5.177279038,13.75462963,561.3,16.38530224
10-06-2023 04:30,4.767289035,11.73839662,209.3,16.65049706
10-06-2023 04:40,4.030694535,12,138.2,16.142441
10-06-2023 04:50,4.329416684,13.58130081,105.6,16.83779249
10-06-2023 05:00,4.119037175,14.70629371,370.6,16.49941982
10-06-2023 05:10,5.009301071,13.28125,511.4,16.18823418
10-06-2023 05:20,4.862135286,17.77092511,310.4,16.73563851
10-06-2023 05:30,5.040841136,13.04235727,672.9,16.24214393
10-06-2023 05:40,4.679349584,12.45488722,404.5,16.3706362
10-06-2023 05:50,4.282206299,14.66412214,291.8,16.46808681
10-06-2023 06:00,4.201703081,17.2688172,212.5,15.92923443
10-06-2023 06:10,4.777441407,11.12110727,355.5,16.05094284
10-06-2023 06:20,3.723280881,14.49652778,68,16.92462098
10-06-2023 06:30,4.286341385,15.52991453,165.6,16.40061245
10-06-2023 06:40,4.957937505,8.920560748,769.8,16.80519232
10-06-2023 06:50,4.962145085,11.30711044,672.4,15.08317449
10-06-2023 07:00,4.74927053,19.52141802,91.9,15.70571226
10-06-2023 07:10,4.689511334,12.47509579,237,16.81212136
10-06-2023 07:20,5.251749731,10.55026455,686,16.59991088
10-06-2023 07:30,5.11679549,8.450586265,699,16.84987604
10-06-2023 07:40,4.309455942,22.61044177,94.8,16.1780371
10-06-2023 07:50,4.361823927,11.28217822,396.8,16.9030627
10-06-2023 08:00,4.427238977,13.62807018,300.7,16.21543714
10-06-2023 08:10,4.363098625,14.25896414,256.5,16.5542831
10-06-2023 08:20,4.53044664,15.83146067,382.7,16.63062527
10-06-2023 08:30,5.080161357,11.17790262,963,16.05887492
10-06-2023 08:40,4.201703081,9.67357513,170.6,16.34428238
10-06-2023 08:50,4.304065093,13.95724466,301.1,15.58863514
10-06-2023 09:00,4.343805422,11.71868132,181.2,16.66426012
10-06-2023 09:10,4.562262685,16.55177305,311.9,15.151176
10-06-2023 09:20,4.868303386,12.48103448,490.4,16.20749264
10-06-2023 09:30,4.685828089,9.048780488,321.9,16.0869539
10-06-2023 09:40,4.559126247,15.49393939,137.7,16.44876489
10-06-2023 09:50,4.953006181,11.62472885,521.4,16.96825573
10-06-2023 10:00,4.729156166,16.25206612,221.1,15.68840298
10-06-2023 10:10,4.672828834,13.57142857,258.2,15.83269775
10-06-2023 10:20,4.730039168,18.0154321,272.8,15.93934886
10-06-2023 10:30,4.509760001,12.24009324,191,16.15434836
10-06-2023 10:40,4.794136286,16.25545852,423.2,15.93680299
10-06-2023 10:50,5.05560866,9.855191257,505.5,16.74512495
10-06-2023 11:00,4.427238977,8.944244604,146.9,16.6146659
10-06-2023 11:10,4.832305759,8.310526316,481.4,16.72804103
10-06-2023 11:20,4.758749274,12.9125964,392.1,16.76742008
10-06-2023 11:30,4.382026635,13.23793103,101.5,16.8930907
10-06-2023 11:40,4.841822087,11.64425163,388.5,16.41603561
10-06-2023 11:50,4.754451889,18.7037037,355,16.14744853
10-06-2023 12:00,5.12693575,9.396856582,921.5,16.85943042
10-06-2023 12:10,5.340897814,12.55936675,870,15.97917413
10-06-2023 12:20,4.418840608,11.54589372,312.2,16.3782943
10-06-2023 12:30,4.044804117,15.25964912,81.2,16.24893303
10-06-2023 12:40,4.932313327,14.23642173,477.2,16.15677016
10-06-2023 12:50,4.060443011,12.19127517,124.9,16.13142149
10-06-2023 13:00,4.361823927,14.95238095,242.5,16.54534464
10-06-2023 13:10,4.97535348,9.672018349,368.4,17.01956736
10-06-2023 13:20,4.955122584,15.74492754,277.7,16.47748304
10-06-2023 13:30,4.813809051,16.32307692,564.7,16.59902892
10-06-2023 13:40,4.728272383,13.79553903,491.7,15.77567413
10-06-2023 13:50,4.943069975,12.87184874,609.5,15.9081739
10-06-2023 14:00,4.534747722,14.47038328,220.8,15.54296665
10-06-2023 14:10,4.825910853,5.861256545,286.3,16.82194835
10-06-2023 14:20,4.49980967,14.38218391,214.9,16.57705264
10-06-2023 14:30,4.036008985,15.82879377,225.8,16.39252603
10-06-2023 14:40,5.048573133,14.891258,661.9,16.01042239
10-06-2023 14:50,4.422448549,15.05181347,267.9,15.21325919
10-06-2023 15:00,4.238444906,13.12171838,195.2,16.93180693
10-06-2023 15:10,4.93375425,16.57062147,526.2,17.05475616
10-06-2023 15:20,4.849683763,11.24778761,389.2,16.67359248
10-06-2023 15:30,4.594109239,9.589939024,339.1,16.70563757
10-06-2023 15:40,4.936629881,13.36678201,703,15.96745173
10-06-2023 15:50,4.621043535,25.42352941,168.4,15.8728176
10-06-2023 16:00,5.171052016,13.26958525,850.5,15.19665619
10-06-2023 16:10,5.226284164,10.17458101,785.5,16.82695991
10-06-2023 16:20,4.888090941,12.648,565.6,16.39377167
10-06-2023 16:30,4.744932128,8.610119048,376.9,16.87238455
10-06-2023 16:40,4.634728988,8.943894389,373.5,16.98466427
10-06-2023 16:50,3.594568775,12.47727273,41.7,15.34582883
10-06-2023 17:00,4.007333185,8.275590551,120.8,16.58265458
10-06-2023 17:10,5.125748101,14.16492693,877.1,15.94215463
10-06-2023 17:20,4.957234517,17.63318777,443.7,15.16319938
10-06-2023 17:30,5.43677411,9.604895105,925.2,16.55921974
10-06-2023 17:40,4.531523646,11.22330097,165.8,16.946656
10-06-2023 17:50,4.339901708,12.24858757,311,16.42411018
10-06-2023 18:00,4.935193099,17.67982456,507.6,15.16415734
10-06-2023 18:10,4.995860009,14.20454545,374.6,17.14894562
10-06-2023 18:20,4.633757643,17.84137931,361.9,15.75188033
10-06-2023 18:30,5.105945474,11.17724289,776.6,16.94945277
10-06-2023 18:40,4.91338991,13.23962264,628.8,15.8045686
10-06-2023 18:50,4.225372825,10.32653061,219,15.82663757
10-06-2023 19:00,4.436751534,16.55709343,295.2,15.72032653
10-06-2023 19:10,4.791649753,13.18106312,375,17.03035504
10-06-2023 19:20,4.983606622,8.314465409,537.6,16.82246307
10-06-2023 19:30,4.42604352,12.99626866,222.3,16.50730739
10-06-2023 19:40,4.350277936,11.18844985,243.3,16.46583625
10-06-2023 19:50,4.117409835,9.710144928,176.7,15.38346309
10-06-2023 20:00,4.784152842,17.30708661,745.4,16.31347507
10-06-2023 20:10,5.049856007,13.86733002,755.1,16.09768175
10-06-2023 20:20,4.785823686,19.2515528,295,16.41583796
10-06-2023 20:30,5.108366783,12.18375242,830.3,16.06254695
10-06-2023 20:40,4.350277936,12.92957746,283,15.72850337
10-06-2023 20:50,4.653007515,9.03307888,147.3,17.05854984
10-06-2023 21:00,5.113191882,10.24874791,355.5,16.04058914
10-06-2023 21:10,3.735285827,25.28767123,137.6,15.99626316
10-06-2023 21:20,4.037774211,7.838345865,154.2,16.86231231
10-06-2023 21:30,4.606169686,11.72906404,191.1,16.54233332
10-06-2023 21:40,4.917788744,13.60076046,438.7,16.10959303
10-06-2023 21:50,4.927253685,10.50229358,568.4,16.81643216
10-06-2023 22:00,5.078916802,5.042801556,429,17.01765498
10-06-2023 22:10,5.225746674,11.46875,775.4,16.20293635
10-06-2023 22:20,5.086361005,12.21694915,419.6,15.81379968
10-06-2023 22:30,4.228292535,13.99158485,255.2,15.53814745
10-06-2023 22:40,4.218036035,13.3625,328.8,16.48474527
10-06-2023 22:50,4.6558633,10.72340426,387.6,16.49318727
10-06-2023 23:00,3.979681654,14.21444201,106.9,16.4788699
10-06-2023 23:10,4.733563401,8.685258964,299.6,16.9347354
10-06-2023 23:20,4.300002799,13.33333333,65.4,16.77809974
10-06-2023 23:30,5.165928179,10.7875,818.7,16.62423107
10-06-2023 23:40,4.731802837,10.78030303,444.3,16.79133044
10-06-2023 23:50,4.283586562,16.5,159.2,15.96009256
11-06-2023 00:00,4.242764567,12.25494505,161.7,15.75464685
11-06-2023 00:10,4.847331743,13.41141732,550.6,16.51292704
11-06-2023 00:20,3.858622229,17.6011236,83.9,15.76667786
11-06-2023 00:30,4.95088529,10.75862069,510.2,16.45172795
11-06-2023 00:40,4.918520005,5.93442623,564.5,16.85534792
11-06-2023 00:50,5.035653057,20.08296943,339.9,16.76481476
11-06-2023 01:00,4.769836808,9.698544699,563.9,16.77824629
11-06-2023 01:10,4.048300624,11.81465517,59.2,15.02548327
11-06-2023 01:20,4.634728988,7.216101695,229.9,16.50469343
11-06-2023 01:30,4.789988623,13.72928177,417.1,16.39368775
11-06-2023 01:40,4.754451889,13.32949309,317.9,16.06829282
11-06-2023 01:50,4.632785353,7.127962085,383.9,16.58267636
11-06-2023 02:00,4.165113633,13.28391167,103.9,16.03363633
11-06-2023 02:10,4.982921456,17.21621622,398.9,16.3826739
11-06-2023 02:20,5.077670695,8.836095764,464.3,16.98022603
11-06-2023 02:30,4.308110952,10.17647059,126.4,16.05128336
11-06-2023 02:40,4.589040804,18.84074941,234.1,16.12420363
11-06-2023 02:50,4.82350218,11.21867882,397.6,16.78661356
11-06-2023 03:00,4.722063937,15.12849162,564.3,16.75005536
11-06-2023 03:10,4.515245478,14.59925094,268.1,16.2446647
11-06-2023 03:20,4.479606963,10.84563758,212.8,16.46793073
11-06-2023 03:30,4.843399375,11.46363636,413.9,16.64263682
11-06-2023 03:40,4.686750173,8.20746888,411,16.68267344
11-06-2023 03:50,4.683981366,8.695454545,301.7,16.93435376
11-06-2023 04:00,3.63758616,20.55555556,75.1,16.33229714
11-06-2023 04:10,4.517431272,12.31845238,126.7,16.49523169
11-06-2023 04:20,4.509760001,13.19280206,191.5,15.97202679
11-06-2023 04:30,4.188138442,16.24947146,198.4,15.55144143
11-06-2023 04:40,4.919980926,14.43041237,361.9,16.67252236
11-06-2023 04:50,4.757032535,10.61596958,626.5,16.56157404
11-06-2023 05:00,3.987130478,11.29761905,59.3,15.61876561
11-06-2023 05:10,4.848900371,10.36809176,726.8,16.463334
11-06-2023 05:20,4.034240638,14.16286645,108.2,16.52027632
11-06-2023 05:30,4.351567427,10.18965517,245.2,16.92162106
11-06-2023 05:40,4.515245478,15.96915167,471.6,15.01516261
11-06-2023 05:50,4.647271362,14.3436853,454.7,15.28647715
11-06-2023 06:00,4.98223582,12.66836735,521.4,15.91605513
11-06-2023 06:10,4.100989105,13.87317073,92.6,16.46290981
11-06-2023 06:20,4.279440046,13.26478149,200,16.7681209
11-06-2023 06:30,4.804840381,11.77842004,473.2,16.45711858
11-06-2023 06:40,4.186619838,17.11007026,223.8,15.6993679
11-06-2023 06:50,4.001863709,17.5993266,49.6,15.49751314
11-06-2023 07:00,3.908014984,16.37979094,103.1,16.56826548
11-06-2023 07:10,4.806477043,13.0506135,487.4,15.49123706
11-06-2023 07:20,4.575741375,9.156479218,507.7,16.81897346
11-06-2023 07:30,4.828313737,9.761904762,193.7,16.32618148
11-06-2023 07:40,4.850466542,17.74371859,590.9,15.70243823
11-06-2023 07:50,5.343290732,13.22689076,1072.5,16.42909309
11-06-2023 08:00,4.989752083,10.11615245,510.8,15.90282604
11-06-2023 08:10,4.769836808,12.54812834,502.8,16.62282322
11-06-2023 08:20,4.543294782,8.065502183,336.8,16.04532282
11-06-2023 08:30,4.369447852,11.49771689,128,15.07633908
11-06-2023 08:40,4.99653637,9.57591623,526,16.50304127
11-06-2023 08:50,5.133442723,9.398659966,769.1,16.84518078
11-06-2023 09:00,4.436751534,13.36699507,383.7,16.89736248
11-06-2023 09:10,4.308110952,8.905660377,266.8,16.23756533
11-06-2023 09:20,4.904533763,11.825,659.6,16.61407075
11-06-2023 09:30,4.849683763,13.59207459,581,17.00511134
11-06-2023 09:40,3.73289634,12.25259516,97.7,16.36135236
11-06-2023 09:50,4.789157022,6.464566929,312.4,16.6485593
11-06-2023 10:00,4.203198967,14.38305085,236.8,16.53597355
11-06-2023 10:10,4.611152258,7.706329114,423.4,16.97975511
11-06-2023 10:20,5.04407007,14.32352941,531.8,16.31704271
11-06-2023 10:30,4.513054897,18.39059675,257.4,15.95542733
11-06-2023 10:40,5.236441963,8.217582418,786.4,16.98738087
11-06-2023 10:50,4.94021283,17.06666667,543.6,16.11294393
11-06-2023 11:00,4.744932128,10.55592105,469.4,16.77250849
11-06-2023 11:10,4.672828834,16.01913876,381,16.54915858
11-06-2023 11:20,4.825910853,15.34601449,528.4,15.55222074
11-06-2023 11:30,4.107589789,15.04848485,120.2,16.40917264
11-06-2023 11:40,5.163070217,10.98113208,801.2,17.07487763
11-06-2023 11:50,4.420044702,20.68835616,132.4,16.40779319
11-06-2023 12:00,4.48187197,10.35725938,236.5,16.05580685
11-06-2023 12:10,4.809742352,9.78757515,455,16.57570294
11-06-2023 12:20,4.839451482,14.13506139,571.6,16.04774995
11-06-2023 12:30,4.774912961,14.28817734,572.7,16.49032965
11-06-2023 12:40,4.709530201,7.73992674,256.1,16.87201023
11-06-2023 12:50,5.010635294,10.34621578,404.7,16.2617173
11-06-2023 13:00,5.326418797,8.112068966,1030.7,16.84512091
11-06-2023 13:10,4.883559212,8.949656751,369.2,16.52200401
11-06-2023 13:20,4.526126979,14.56506849,470.8,16.44008943
11-06-2023 13:30,4.355425953,12.43545279,216.5,16.18989826
11-06-2023 13:40,4.517431272,19.48022599,261.2,16.59991373
11-06-2023 13:50,4.192680463,14.11612903,132.6,16.49932705
11-06-2023 14:00,4.401829262,10.71296296,321.1,16.28679828
11-06-2023 14:10,4.428433007,8.523809524,343.6,16.84173685
11-06-2023 14:20,4.777441407,11.12661499,341.1,16.99590277
11-06-2023 14:30,4.973279508,9.326039387,618.7,16.80404802
11-06-2023 14:40,4.882801923,12.9339934,586,17.10683762
11-06-2023 14:50,4.080921542,14.23143351,78.2,16.04245516
11-06-2023 15:00,4.919250732,15.04263566,548.3,16.88872248
11-06-2023 15:10,4.21508618,12.12970169,185.6,16.20896382
11-06-2023 15:20,4.447346101,20.5990991,119.8,15.74463766
11-06-2023 15:30,4.801559,11.43106181,413.1,16.44826487
11-06-2023 15:40,3.956996371,17.49700599,61.8,16.58742365
11-06-2023 15:50,4.424846632,17.01423488,143.8,16.71635066
11-06-2023 16:00,4.418840608,10.09356725,125.3,16.62414056
11-06-2023 16:10,4.58394655,12.88663283,316.6,16.55522708
11-06-2023 16:20,4.025351691,11.15970962,91,15.94701845
11-06-2023 16:30,4.703203926,12.33541667,594.4,16.71375677
11-06-2023 16:40,4.688591794,15.2596401,352.9,16.65597233
11-06-2023 16:50,5.349485653,5.093548387,1078.2,16.77951406
11-06-2023 17:00,4.050044303,21.27272727,86.1,16.28862991
11-06-2023 17:10,5.317629678,11.37342657,607.2,16.85287853
11-06-2023 17:20,4.471638793,12.89671362,113.9,16.47738963
11-06-2023 17:30,5.385412073,13.81714286,842.4,16.9352007
11-06-2023 17:40,4.574710979,11.04291845,275.2,16.25745035
11-06-2023 17:50,4.551769409,16.10108303,324.7,16.73356093
11-06-2023 18:00,5.08264583,10.26315789,689.1,16.22329808
11-06-2023 18:10,4.978800571,12.26785714,687,16.1787542
11-06-2023 18:20,4.799914263,7.046511628,722.1,16.61148128
11-06-2023 18:30,4.48187197,18.16414141,276.3,16.08251963
11-06-2023 18:40,4.723841716,11.84958217,328.5,16.45826803
11-06-2023 18:50,4.498697941,14.73161034,113.8,16.56509952
11-06-2023 19:00,4.480740108,14.22826087,123.7,16.85815629
11-06-2023 19:10,4.632785353,8.483333333,236,16.83278451
11-06-2023 19:20,5.11559573,9.222222222,536.1,17.06269115
11-06-2023 19:30,4.862135286,9.580078125,467.6,16.8206545
11-06-2023 19:40,5.471850417,10.69877883,1066.2,16.82621471
11-06-2023 19:50,3.987130478,16.0030303,93.6,16.01974415
11-06-2023 20:00,3.981549068,14.66034985,119.9,15.99327132
11-06-2023 20:10,4.084294226,18.19655172,97.6,15.72104681
11-06-2023 20:20,4.516338972,11.37083333,315.3,16.30784916
11-06-2023 20:30,4.188138442,14.12653061,102.2,15.77231119
11-06-2023 20:40,4.396915247,7.361904762,100.5,16.56267716
11-06-2023 20:50,4.421247348,14.55172414,255.3,16.23065847
11-06-2023 21:00,4.077537444,15.14830508,206.1,16.58913267
11-06-2023 21:10,4.375757022,9.769230769,283.1,16.4544674
11-06-2023 21:20,4.803201036,10.87477954,211.9,16.414169
11-06-2023 21:30,3.852273001,16.22826087,100.2,15.06996309
11-06-2023 21:40,4.992471323,14.93092105,639.1,15.24193048
11-06-2023 21:50,5.33513134,9.108374384,1039.2,16.35067691
11-06-2023 22:00,5.156753802,10.7960688,626.8,16.48911498
11-06-2023 22:10,5.003946306,13.82009346,541.6,16.52611382
11-06-2023 22:20,4.268297869,11.95762712,207.4,16.69426561
11-06-2023 22:30,4.945918979,9.793181818,578.3,16.9403223
11-06-2023 22:40,5.323009979,11.75990676,970.9,16.70929288
11-06-2023 22:50,3.869115504,11.20249221,66.6,16.30045909
